2023-11-17 11:37:51.084 | INFO     | daifu:<module>:34 - Program Begin
2023-11-17 11:38:04.479 | INFO     | __mp_main__:main_worker:284 - Program init end
2023-11-17 11:38:04.479 | INFO     | __mp_main__:main_worker:286 - Program start epoch 0
2023-11-17 11:38:04.484 | INFO     | __mp_main__:main_worker:284 - Program init end
2023-11-17 11:38:04.484 | INFO     | __mp_main__:main_worker:286 - Program start epoch 0
2023-11-17 11:38:04.504 | INFO     | __mp_main__:main_worker:284 - Program init end
2023-11-17 11:38:04.504 | INFO     | __mp_main__:main_worker:286 - Program start epoch 0
2023-11-17 11:38:04.522 | INFO     | __mp_main__:main_worker:284 - Program init end
2023-11-17 11:38:04.522 | INFO     | __mp_main__:main_worker:286 - Program start epoch 0
2023-11-17 11:38:09.315 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between epoch begin and this iteration should be repeated for recovery
2023-11-17 11:38:09.315 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between epoch begin and this iteration should be repeated for recovery
2023-11-17 11:38:09.315 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between epoch begin and this iteration should be repeated for recovery
2023-11-17 11:38:09.315 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between epoch begin and this iteration should be repeated for recovery
2023-11-17 11:39:55.069 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 50, the process between epoch begin and this iteration should be repeated for recovery
2023-11-17 11:39:55.069 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 50, the process between epoch begin and this iteration should be repeated for recovery
2023-11-17 11:39:55.069 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 50, the process between epoch begin and this iteration should be repeated for recovery
2023-11-17 11:39:55.069 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 50, the process between epoch begin and this iteration should be repeated for recovery
2023-11-17 11:41:41.950 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 100, the process between epoch begin and this iteration should be repeated for recovery
