2023-11-20 22:33:17.496 | INFO     | daifu:<module>:34 - Program Begin
2023-11-20 22:33:26.357 | INFO     | __mp_main__:main_worker:284 - Program init end
2023-11-20 22:33:26.357 | INFO     | __mp_main__:main_worker:286 - Program start epoch 0
2023-11-20 22:33:26.400 | INFO     | __mp_main__:main_worker:284 - Program init end
2023-11-20 22:33:26.401 | INFO     | __mp_main__:main_worker:286 - Program start epoch 0
2023-11-20 22:33:26.444 | INFO     | __mp_main__:main_worker:284 - Program init end
2023-11-20 22:33:26.445 | INFO     | __mp_main__:main_worker:286 - Program start epoch 0
2023-11-20 22:33:26.463 | INFO     | __mp_main__:main_worker:284 - Program init end
2023-11-20 22:33:26.465 | INFO     | __mp_main__:main_worker:286 - Program start epoch 0
2023-11-20 22:33:29.601 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:29.602 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:29.622 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:29.623 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:43.986 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 50, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:43.986 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 50, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:43.986 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 50, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:43.990 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 50, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:58.704 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 100, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:58.704 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 100, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:58.704 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 100, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:33:58.704 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 100, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:34:13.269 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 150, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:34:13.269 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 150, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:34:13.269 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 150, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:34:13.269 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 150, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:34:28.418 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 200, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:34:28.419 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 200, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:34:28.419 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 200, the process between epoch begin and this iteration should be repeated for recovery
2023-11-20 22:34:28.419 | INFO     | __mp_main__:train:372 - Simulated Crash and Checkpoint-Retry at iteration 200, the process between epoch begin and this iteration should be repeated for recovery
